id_trx;no_invoice;total_berat;ongkos_kirim;total_harga;total_harga_beli;kode_user;alamat_penerima;tgl_kirim;id_ekspedisi;jenis_pengiriman;tgl_trx
6780;INV-100006780;5080;126000;7166500;6840000;80095;Jalan Y No. 83, Kel Klapanunggal, Kec Klapanunggal, Kab Kabupaten Bogor Jawa Barat, 16710;17/11/2020 10.55;4;REG;16/11/2020 06.19
6782;INV-100006782;5185;126000;3993000;3700000;180376;Jalan X No. 21, Kel Tlogo, Kec Garung, Kab Kabupaten Wonosobo Jawa Tengah, 56353;17/11/2020 10.51;3;REG;16/11/2020 10.52
6784;INV-100006784;2214;81000;2447500;2225000;12816;Jalan L No. 33, Kel Purwoasri, Kec Purwoasri, Kab Kabupaten Kediri Jawa Timur, 64154;18/11/2020 14.36;3;REG;17/11/2020 12.06
6786;INV-100006786;4450;135000;3960000;4000000;97639;Jalan Q No. 46, Kel Bubakan, Kec Tulakan, Kab Kabupaten Pacitan Jawa Timur, 63571;18/11/2020 09.11;2;REG;17/11/2020 17.40
6788;INV-100006788;3973;108000;5445000;5400000;96468;Jalan C No. 46, Kel Ketawang Daleman, Kec Ganding, Kab Kabupaten Sumenep Jawa Timur, 69462;18/11/2020 15.55;5;REG;17/11/2020 19.34
6790;INV-100006790;704;21000;1801800;1638000;255842;Jalan L No. 75, Kel Bajangrejo, Kec Banyuurip, Kab Kabupaten Purworejo Jawa Tengah, 54171;18/11/2020 16.33;3;REG;17/11/2020 18.04
6792;INV-100006792;6192;189000;6226000;5660000;230571;Jalan O No. 146, Kel Bangunmulyo, Kec Pakel, Kab Kabupaten Tulungagung Jawa Timur, 66273;18/11/2020 11.15;4;REG;17/11/2020 14.34
6794;INV-100006794;3615;84000;4015000;3670000;153731;Jalan I No. 104, Kel Sidoharjo, Kec Tepus, Kab Kabupaten Gunung Kidul DI Yogyakarta, 55881;18/11/2020 16.37;6;REG;17/11/2020 17.37
6796;INV-100006796;1500;42000;2296250;2175000;129546;Jalan D No. 101, Kel Sawangan Baru, Kec Sawangan, Kab Kota Depok Jawa Barat, 16511;19/11/2020 09.33;1;REG;18/11/2020 14.40
6798;INV-100006798;760;27000;1655500;1505000;44823;Jalan V No. 120, Kel Glagahagung, Kec Purwoharjo, Kab Kabupaten Banyuwangi Jawa Timur, 68483;19/11/2020 14.01;2;REG;18/11/2020 02.33
6800;INV-100006800;1369;42000;2714250;2467500;155556;Jalan W No. 147, Kel Pasuruhan, Kec Binangun, Kab Kabupaten Cilacap Jawa Tengah, 53281;19/11/2020 11.46;3;REG;18/11/2020 21.22
6802;INV-100006802;3780;84000;2868250;2695000;39465;Jalan P No. 118, Kel Mulyasari, Kec Losari, Kab Kabupaten Cirebon Jawa Barat, 45192;19/11/2020 09.54;1;REG;18/11/2020 06.09
6804;INV-100006804;397;21000;3223000;2930000;234604;Jalan U No. 102, Kel Sragi, Kec Sragi, Kab Kabupaten Pekalongan Jawa Tengah, 51155;20/11/2020 16.57;4;REG;19/11/2020 14.39
6806;INV-100006806;4861;135000;1771000;1610000;194353;Jalan L No. 86, Kel Boyolangu, Kec Giri, Kab Kabupaten Banyuwangi Jawa Timur, 68424;20/11/2020 10.16;4;REG;19/11/2020 05.59
6808;INV-100006808;1822;42000;7687350;7513500;226805;Jalan C No. 105, Kel Wonosobo Barat, Kec Wonosobo, Kab Kabupaten Wonosobo Jawa Tengah, 56311;20/11/2020 11.49;3;REG;19/11/2020 11.39
6810;INV-100006810;1837;42000;6729250;6245000;41782;Jalan V No. 71, Kel Sijenggung, Kec Banjarmangu, Kab Kabupaten Banjarnegara Jawa Tengah, 53452;20/11/2020 14.34;6;REG;19/11/2020 23.38
6812;INV-100006812;1723;42000;6015075;5492500;126570;Jalan C No. 113, Kel Mekarjaya, Kec Padakembang, Kab Kabupaten Tasikmalaya Jawa Barat, 46466;20/11/2020 09.18;2;REG;19/11/2020 14.59
6814;INV-100006814;957;27000;3888500;3535000;155041;Jalan P No. 121, Kel Batu Kalangan, Kec Proppo, Kab Kabupaten Pamekasan Jawa Timur, 69363;20/11/2020 11.11;3;REG;19/11/2020 23.34
6816;INV-100006816;450;27000;3250500;3230000;238731;Jalan H No. 117, Kel Gedog Wetan, Kec Turen, Kab Kabupaten Malang Jawa Timur, 65175;21/11/2020 10.19;5;REG;20/11/2020 22.44
6818;INV-100006818;102;21000;782100;788500;67907;Jalan F No. 29, Kel Ciwareng, Kec Babakancikao, Kab Kabupaten Purwakarta Jawa Barat, 41151;21/11/2020 12.16;4;REG;20/11/2020 20.12
6820;INV-100006820;225;27000;693000;650000;263929;Jalan L No. 117, Kel Banjarsari, Kec Cerme, Kab Kabupaten Gresik Jawa Timur, 61171;21/11/2020 14.38;4;REG;20/11/2020 03.36
6822;INV-100006822;1200;54000;3575000;3250000;135417;Jalan X No. 107, Kel Sidorejo, Kec Pare, Kab Kabupaten Kediri Jawa Timur, 64229;21/11/2020 15.07;2;REG;20/11/2020 23.09
6824;INV-100006824;930;21000;3190000;2900000;236497;Jalan B No. 66, Kel Kandangan, Kec Purwodadi, Kab Kabupaten Grobogan Jawa Tengah, 58114;21/11/2020 16.27;2;REG;20/11/2020 03.16
6826;INV-100006826;4680;105000;4823500;4460000;5908;Jalan I No. 106, Kel Sukamukti, Kec Cikijing, Kab Kabupaten Majalengka Jawa Barat, 45466;21/11/2020 16.25;1;REG;20/11/2020 11.52
6828;INV-100006828;1880;30000;7282000;6620000;144784;Jalan L No. 135, Kel Bantarwaru, Kec Cinangka, Kab Kabupaten Serang Banten, 42167;21/11/2020 15.51;1;REG;20/11/2020 13.44
6830;INV-100006830;2978;63000;2717550;2470500;178742;Jalan N No. 52, Kel Parungsari, Kec Telukjambe Barat, Kab Kabupaten Karawang Jawa Barat, 41361;22/11/2020 15.01;3;REG;21/11/2020 10.10
6832;INV-100006832;5657;162000;5475250;5175000;140892;Jalan U No. 69, Kel Jetis, Kec Besuki, Kab Kabupaten Situbondo Jawa Timur, 68356;22/11/2020 14.16;4;REG;21/11/2020 00.12
6834;INV-100006834;477;21000;3597000;3310000;149192;Jalan R No. 61, Kel Hargotirto, Kec Kokap, Kab Kabupaten Kulon Progo DI Yogyakarta, 55653;22/11/2020 11.56;2;REG;21/11/2020 20.37
6836;INV-100006836;1545;42000;1276000;1160000;246869;Jalan Y No. 117, Kel Pahesan, Kec Godong, Kab Kabupaten Grobogan Jawa Tengah, 58162;22/11/2020 12.25;2;REG;21/11/2020 08.00
6838;INV-100006838;1122;42000;4854850;4613500;254536;Jalan U No. 59, Kel Wates, Kec Getasan, Kab Kabupaten Semarang Jawa Tengah, 50774;22/11/2020 09.17;2;REG;21/11/2020 16.41
6840;INV-100006840;582;15000;616000;560000;57521;Jalan V No. 116, Kel Koper, Kec Kresek, Kab Kabupaten Tangerang Banten, 15620;22/11/2020 13.09;6;REG;21/11/2020 14.39
6842;INV-100006842;210;27000;1364000;1240000;263569;Jalan T No. 84, Kel Banjar Sugian / Sugihan, Kec Tandes, Kab Kota Surabaya Jawa Timur, 60185;22/11/2020 09.31;6;REG;21/11/2020 09.11
6844;INV-100006844;6370;147000;7364500;7020000;31056;Jalan L No. 25, Kel Ngargomulyo, Kec Lasem, Kab Kabupaten Rembang Jawa Tengah, 59271;24/11/2020 16.38;4;REG;23/11/2020 11.02
6846;INV-100006846;699;21000;916850;873500;116138;Jalan N No. 140, Kel Kalisari, Kec Kradenan, Kab Kabupaten Grobogan Jawa Tengah, 58182;24/11/2020 10.46;4;REG;23/11/2020 15.46
6848;INV-100006848;935;21000;5714500;5470000;150781;Jalan D No. 72, Kel Waluran, Kec Waluran, Kab Kabupaten Sukabumi Jawa Barat, 43175;24/11/2020 12.10;2;REG;23/11/2020 06.33
6850;INV-100006850;2050;81000;12870000;13000000;112368;Jalan R No. 117, Kel Sidokerto, Kec Buduran, Kab Kabupaten Sidoarjo Jawa Timur, 61252;24/11/2020 13.48;1;REG;23/11/2020 23.25
6852;INV-100006852;630;27000;1254000;1140000;220023;Jalan J No. 25, Kel Munggung, Kec Pulung, Kab Kabupaten Ponorogo Jawa Timur, 63481;25/11/2020 11.48;2;REG;24/11/2020 21.29
6854;INV-100006854;210;21000;767250;775000;218402;Jalan V No. 133, Kel Dimoro, Kec Toroh, Kab Kabupaten Grobogan Jawa Tengah, 58171;25/11/2020 13.50;1;REG;24/11/2020 02.16
6856;INV-100006856;8778;243000;2266000;2060000;97565;Jalan P No. 38, Kel Bangilan, Kec Panggungrejo, Kab Kota Pasuruan Jawa Timur, 67111;25/11/2020 11.40;1;REG;24/11/2020 16.54
6858;INV-100006858;5450;162000;4317500;4250000;47151;Jalan I No. 127, Kel Kacangan, Kec Tambakrejo, Kab Kabupaten Bojonegoro Jawa Timur, 62166;25/11/2020 15.32;4;REG;24/11/2020 13.47
6860;INV-100006860;5330;162000;3214200;3157000;161371;Jalan J No. 117, Kel Lembah, Kec Babadan, Kab Kabupaten Ponorogo Jawa Timur, 63491;25/11/2020 14.55;5;REG;24/11/2020 20.36
6862;INV-100006862;370;21000;3430900;3444000;256432;Jalan R No. 54, Kel Mojo, Kec Cluwak, Kab Kabupaten Pati Jawa Tengah, 59157;26/11/2020 13.56;4;REG;25/11/2020 02.02
6864;INV-100006864;669;21000;1896400;1764000;133463;Jalan C No. 63, Kel Ringinputih, Kec Karangdowo, Kab Kabupaten Klaten Jawa Tengah, 57464;26/11/2020 14.44;5;REG;25/11/2020 13.05
6866;INV-100006866;4830;105000;4587000;4170000;163574;Jalan G No. 81, Kel Cikupa, Kec Darma, Kab Kabupaten Kuningan Jawa Barat, 45562;26/11/2020 10.31;5;REG;25/11/2020 07.29
6868;INV-100006868;249;21000;892650;815000;122553;Jalan O No. 20, Kel Kramat, Kec Jatibarang, Kab Kabupaten Brebes Jawa Tengah, 52261;26/11/2020 09.59;2;REG;25/11/2020 23.54
6870;INV-100006870;7027;168000;6374500;5795000;175529;Jalan W No. 36, Kel Boto Daleman, Kec Bayan, Kab Kabupaten Purworejo Jawa Tengah, 54224;26/11/2020 13.40;3;REG;25/11/2020 10.01
6872;INV-100006872;3385;108000;2040500;1855000;227415;Jalan H No. 76, Kel Sidokumpul, Kec Bangilan, Kab Kabupaten Tuban Jawa Timur, 62364;26/11/2020 13.27;6;REG;25/11/2020 19.55
6874;INV-100006874;650;21000;792000;795000;63890;Jalan F No. 112, Kel Poncoruso, Kec Bawen, Kab Kabupaten Semarang Jawa Tengah, 50661;27/11/2020 15.05;2;REG;26/11/2020 13.42
6876;INV-100006876;707;21000;3445750;3140000;175606;Jalan J No. 97, Kel Kramat, Kec Kembaran, Kab Kabupaten Banyumas Jawa Tengah, 53182;27/11/2020 14.28;3;REG;26/11/2020 08.28
6878;INV-100006878;1230;42000;1551000;1410000;233197;Jalan V No. 102, Kel Kedungrejo, Kec Kemusu, Kab Kabupaten Boyolali Jawa Tengah, 57383;27/11/2020 15.10;5;REG;26/11/2020 20.33
6880;INV-100006880;963;21000;877800;820500;171349;Jalan U No. 27, Kel Sukamulya, Kec Cikalongkulon, Kab Kabupaten Cianjur Jawa Barat, 43291;27/11/2020 10.29;2;REG;26/11/2020 00.47
6882;INV-100006882;3600;84000;7359000;6740000;58787;Jalan J No. 20, Kel Sukamantri, Kec Garut Kota, Kab Kabupaten Garut Jawa Barat, 44116;27/11/2020 14.01;5;REG;26/11/2020 15.30
6884;INV-100006884;3767;84000;2315500;2105000;75876;Jalan F No. 41, Kel Sukaluyu, Kec Telukjambe Timur, Kab Kabupaten Karawang Jawa Barat, 41361;27/11/2020 09.58;4;REG;26/11/2020 12.34
6886;INV-100006886;6323;147000;6792500;6550000;20829;Jalan C No. 79, Kel Tidu, Kec Bukateja, Kab Kabupaten Purbalingga Jawa Tengah, 53382;27/11/2020 15.34;3;REG;26/11/2020 21.38
6888;INV-100006888;670;27000;2827000;2570000;79083;Jalan P No. 37, Kel Mentoro, Kec Sumobito, Kab Kabupaten Jombang Jawa Timur, 61483;28/11/2020 14.52;1;REG;27/11/2020 21.28
6890;INV-100006890;5619;162000;4166250;3795000;244145;Jalan U No. 44, Kel Tegal Sono, Kec Tegal Siwalan, Kab Kabupaten Probolinggo Jawa Timur, 67274;28/11/2020 16.02;4;REG;27/11/2020 16.37
6892;INV-100006892;4553;105000;7056500;6465000;195762;Jalan I No. 82, Kel Sidomukti, Kec Ambal, Kab Kabupaten Kebumen Jawa Tengah, 54392;28/11/2020 14.56;5;REG;27/11/2020 04.22
6894;INV-100006894;7293;216000;2945250;2915000;105394;Jalan Y No. 64, Kel Sebanen, Kec Kalisat, Kab Kabupaten Jember Jawa Timur, 68193;28/11/2020 13.06;3;REG;27/11/2020 03.54
6896;INV-100006896;3130;84000;5681500;5215000;100231;Jalan B No. 49, Kel Purwoyoso, Kec Ngaliyan, Kab Kota Semarang Jawa Tengah, 50184;28/11/2020 11.46;1;REG;27/11/2020 11.22
6898;INV-100006898;5700;162000;4221250;4025000;100829;Jalan K No. 129, Kel Hargomulyo, Kec Kedewan, Kab Kabupaten Bojonegoro Jawa Timur, 62164;28/11/2020 11.52;4;REG;27/11/2020 22.58
6900;INV-100006900;6200;147000;7342500;7000000;257512;Jalan I No. 118, Kel Poleng, Kec Gesi, Kab Kabupaten Sragen Jawa Tengah, 57262;28/11/2020 13.24;6;REG;27/11/2020 06.00
6902;INV-100006902;3102;84000;6358000;5925000;15243;Jalan Z No. 33, Kel Wonosido, Kec Lebakbarang, Kab Kabupaten Pekalongan Jawa Tengah, 51183;29/11/2020 12.42;5;REG;28/11/2020 15.29
6904;INV-100006904;3767;84000;3393500;3360000;144477;Jalan K No. 83, Kel Sigayam, Kec Wonotunggal, Kab Kabupaten Batang Jawa Tengah, 51253;29/11/2020 15.57;3;REG;28/11/2020 01.52
6906;INV-100006906;92;27000;814275;822500;67255;Jalan A No. 78, Kel Warukulon, Kec Pucuk, Kab Kabupaten Lamongan Jawa Timur, 62257;29/11/2020 12.36;6;REG;28/11/2020 02.21
6908;INV-100006908;1352;42000;4735500;4450000;210259;Jalan B No. 128, Kel Kebowan, Kec Winong, Kab Kabupaten Pati Jawa Tengah, 59181;29/11/2020 10.24;2;REG;28/11/2020 23.07
6910;INV-100006910;1100;54000;5362500;5200000;128055;Jalan A No. 137, Kel Tegalbangsri, Kec Ranuyoso, Kab Kabupaten Lumajang Jawa Timur, 67357;29/11/2020 15.07;2;REG;28/11/2020 00.10
6912;INV-100006912;1112;54000;1944800;1768000;193440;Jalan O No. 94, Kel Dukuh Setro, Kec Tambaksari, Kab Kota Surabaya Jawa Timur, 60138;29/11/2020 13.41;2;REG;28/11/2020 21.56
6914;INV-100006914;2302;63000;7293000;7150000;76238;Jalan E No. 137, Kel Sukodadi, Kec Kangkung, Kab Kabupaten Kendal Jawa Tengah, 51353;29/11/2020 09.28;4;REG;28/11/2020 15.41
6916;INV-100006916;6674;147000;3974300;3738000;26408;Jalan M No. 109, Kel Tegalsari, Kec Karanggede, Kab Kabupaten Boyolali Jawa Tengah, 57311;29/11/2020 11.45;1;REG;28/11/2020 06.18
6918;INV-100006918;1064;54000;4531725;4447000;47758;Jalan P No. 139, Kel Sumberpandan, Kec Grujugan, Kab Kabupaten Bondowoso Jawa Timur, 68261;01/12/2020 16.47;2;REG;30/11/2020 15.06
6920;INV-100006920;622;27000;2489850;2263500;104456;Jalan C No. 43, Kel Poh Konyal, Kec Pangkur, Kab Kabupaten Ngawi Jawa Timur, 63282;01/12/2020 09.59;3;REG;30/11/2020 12.35
6922;INV-100006922;1840;54000;4930750;4557500;239916;Jalan J No. 56, Kel Tamansare, Kec Dungkek, Kab Kabupaten Sumenep Jawa Timur, 69474;01/12/2020 15.08;1;REG;30/11/2020 12.47
6924;INV-100006924;697;21000;1718750;1585000;192320;Jalan A No. 96, Kel Bojongsoang, Kec Bojongsoang, Kab Kabupaten Bandung Jawa Barat, 40288;01/12/2020 10.55;4;REG;30/11/2020 11.41
6926;INV-100006926;322;21000;2963125;2695500;196080;Jalan Q No. 105, Kel Tugu, Kec Sayung, Kab Kabupaten Demak Jawa Tengah, 59563;01/12/2020 16.16;6;REG;30/11/2020 09.39
6928;INV-100006928;2922;63000;1133000;1100000;130892;Jalan U No. 91, Kel Patengan, Kec Ranca Bali, Kab Kabupaten Bandung Jawa Barat, 40973;01/12/2020 12.03;5;REG;30/11/2020 15.33
6930;INV-100006930;1317;54000;3146000;2860000;132226;Jalan K No. 48, Kel Paringan, Kec Jetis, Kab Kabupaten Mojokerto Jawa Timur, 61352;02/12/2020 16.35;2;REG;01/12/2020 14.43
6932;INV-100006932;917;21000;4061750;3775000;230495;Jalan J No. 100, Kel Kragan, Kec Gondangrejo, Kab Kabupaten Karanganyar Jawa Tengah, 57188;02/12/2020 14.46;6;REG;01/12/2020 01.26
6934;INV-100006934;1380;30000;3234000;2940000;143763;Jalan I No. 113, Kel Pondok Kahuru, Kec Ciomas, Kab Kabupaten Serang Banten, 42164;02/12/2020 15.40;4;REG;01/12/2020 04.32
6936;INV-100006936;2062;81000;4284500;3895000;102;Jalan B No. 128, Kel Sidomukti, Kec Kraksaan, Kab Kabupaten Probolinggo Jawa Timur, 67282;02/12/2020 09.07;6;REG;01/12/2020 16.57
6938;INV-100006938;1430;42000;6699000;6090000;196562;Jalan V No. 133, Kel Dimoro, Kec Toroh, Kab Kabupaten Grobogan Jawa Tengah, 58171;02/12/2020 15.12;2;REG;01/12/2020 00.33
6940;INV-100006940;1433;42000;2519000;2290000;215804;Jalan N No. 124, Kel Pesurungan Lor, Kec Margadana, Kab Kota Tegal Jawa Tengah, 52147;02/12/2020 13.42;4;REG;01/12/2020 20.25
6942;INV-100006942;210;27000;1034000;940000;214927;Jalan Y No. 121, Kel Kujung, Kec Widang, Kab Kabupaten Tuban Jawa Timur, 62383;03/12/2020 09.46;2;REG;02/12/2020 07.04
6944;INV-100006944;1357;54000;6534000;6295000;90810;Jalan S No. 145, Kel Sana Tengah, Kec Pasean, Kab Kabupaten Pamekasan Jawa Timur, 69356;03/12/2020 10.29;5;REG;02/12/2020 04.55
6946;INV-100006946;1378;42000;2816000;2560000;260939;Jalan Q No. 28, Kel Sokogelap, Kec Kemiri, Kab Kabupaten Purworejo Jawa Tengah, 54262;03/12/2020 11.00;6;REG;02/12/2020 12.29
6948;INV-100006948;1314;42000;2605900;2409000;162347;Jalan I No. 72, Kel Sigeblog, Kec Banjarmangu, Kab Kabupaten Banjarnegara Jawa Tengah, 53452;03/12/2020 16.26;6;REG;02/12/2020 17.47
6950;INV-100006950;950;21000;2365000;2150000;36996;Jalan L No. 125, Kel Tinapan, Kec Todanan, Kab Kabupaten Blora Jawa Tengah, 58256;03/12/2020 14.02;5;REG;02/12/2020 06.52
6952;INV-100006952;2312;63000;5722750;5615000;239589;Jalan I No. 84, Kel Tunggalroso, Kec Prembun, Kab Kabupaten Kebumen Jawa Tengah, 54394;03/12/2020 10.04;2;REG;02/12/2020 17.53
6954;INV-100006954;1352;42000;2706000;2460000;196788;Jalan H No. 65, Kel Pendowo, Kec Bodeh, Kab Kabupaten Pemalang Jawa Tengah, 52365;04/12/2020 15.26;2;REG;03/12/2020 10.47
6956;INV-100006956;1379;30000;3784000;3440000;133392;Jalan R No. 82, Kel Cigemblong, Kec Cigemblong, Kab Kabupaten Lebak Banten, 42395;04/12/2020 10.49;1;REG;03/12/2020 13.30
6958;INV-100006958;592;27000;891000;850000;68645;Jalan X No. 117, Kel Trantang, Kec Kerek, Kab Kabupaten Tuban Jawa Timur, 62356;04/12/2020 13.48;1;REG;03/12/2020 09.01
6960;INV-100006960;1123;30000;4277900;4214000;178933;Jalan H No. 109, Kel Bama, Kec Pagelaran, Kab Kabupaten Pandeglang Banten, 42265;04/12/2020 16.19;6;REG;03/12/2020 16.52
6962;INV-100006962;703;21000;671000;610000;90634;Jalan Y No. 138, Kel Candi, Kec Candisari, Kab Kota Semarang Jawa Tengah, 50257;04/12/2020 09.50;5;REG;03/12/2020 00.29
6964;INV-100006964;680;21000;4067250;3775000;91407;Jalan N No. 56, Kel Cikanyere, Kec Sukaresmi, Kab Kabupaten Cianjur Jawa Barat, 43254;04/12/2020 10.28;1;REG;03/12/2020 05.28
6966;INV-100006966;2840;63000;4724500;4670000;124391;Jalan L No. 92, Kel Gondangwayang, Kec Kedu, Kab Kabupaten Temanggung Jawa Tengah, 56252;05/12/2020 14.51;5;REG;04/12/2020 09.33
6968;INV-100006968;8040;189000;5940000;5400000;14074;Jalan S No. 84, Kel Piji, Kec Bagelen, Kab Kabupaten Purworejo Jawa Tengah, 54174;05/12/2020 14.22;4;REG;04/12/2020 04.37
6970;INV-100006970;1505;42000;7037250;6745000;27837;Jalan K No. 68, Kel Sawangan, Kec Kuwarasan, Kab Kabupaten Kebumen Jawa Tengah, 54366;05/12/2020 09.22;2;REG;04/12/2020 10.29
6972;INV-100006972;5643;90000;2335300;2235500;153713;Jalan R No. 90, Kel Cibadak, Kec Cikupa, Kab Kabupaten Tangerang Banten, 15710;05/12/2020 10.17;6;REG;04/12/2020 17.23
6974;INV-100006974;6295;147000;5502750;5165000;214982;Jalan V No. 31, Kel Banaran, Kec Gemawang, Kab Kabupaten Temanggung Jawa Tengah, 56283;06/12/2020 15.03;2;REG;05/12/2020 22.35
6976;INV-100006976;960;27000;3795000;3525000;29846;Jalan W No. 26, Kel Sawiji, Kec Jogoroto, Kab Kabupaten Jombang Jawa Timur, 61485;06/12/2020 14.43;2;REG;05/12/2020 16.39
6978;INV-100006978;1569;42000;2076250;2000000;29011;Jalan Q No. 86, Kel Kandangmukti, Kec Leles, Kab Kabupaten Garut Jawa Barat, 44152;06/12/2020 09.30;2;REG;05/12/2020 21.37
6980;INV-100006980;1353;42000;4253700;3867000;5432;Jalan T No. 89, Kel Karanganyar, Kec Karanganyar, Kab Kabupaten Demak Jawa Tengah, 59582;06/12/2020 12.37;1;REG;05/12/2020 06.28
6982;INV-100006982;1725;42000;5613850;5178500;198684;Jalan S No. 148, Kel Gebangsari, Kec Tambak, Kab Kabupaten Banyumas Jawa Tengah, 53196;06/12/2020 10.50;6;REG;05/12/2020 22.55
6984;INV-100006984;1823;42000;7177500;7250000;46721;Jalan W No. 79, Kel Mindahan, Kec Batealit, Kab Kabupaten Jepara Jawa Tengah, 59461;08/12/2020 10.34;1;REG;07/12/2020 06.50
6986;INV-100006986;5000;105000;3465000;3500000;55780;Jalan H No. 99, Kel Tambakromo, Kec Tambakromo, Kab Kabupaten Pati Jawa Tengah, 59174;08/12/2020 09.47;3;REG;07/12/2020 11.56
6988;INV-100006988;850;21000;4620000;4200000;142957;Jalan M No. 132, Kel Baran, Kec Cawas, Kab Kabupaten Klaten Jawa Tengah, 57463;08/12/2020 10.45;1;REG;07/12/2020 10.38
6990;INV-100006990;1260;42000;3707550;3460500;162975;Jalan B No. 77, Kel Harapan Baru, Kec Bekasi Utara, Kab Kota Bekasi Jawa Barat, 17123;08/12/2020 09.55;2;REG;07/12/2020 18.27
6992;INV-100006992;170;21000;374000;360000;126005;Jalan O No. 67, Kel Clering, Kec Donorojo, Kab Kabupaten Jepara Jawa Tengah, 59454;08/12/2020 13.00;2;REG;07/12/2020 07.43
6994;INV-100006994;1619;42000;4819375;4382500;163861;Jalan R No. 63, Kel Badran, Kec Kranggan, Kab Kabupaten Temanggung Jawa Tengah, 56271;09/12/2020 14.12;3;REG;08/12/2020 12.10
6996;INV-100006996;4597;105000;1761375;1727500;89872;Jalan L No. 128, Kel Suryatmajan, Kec Danurejan, Kab Kota Yogyakarta DI Yogyakarta, 55213;09/12/2020 14.28;2;REG;08/12/2020 17.31
6998;INV-100006998;2432;63000;6594500;6370000;92537;Jalan U No. 90, Kel Tawangsari, Kec Tawang, Kab Kota Tasikmalaya Jawa Barat, 46112;09/12/2020 11.37;1;REG;08/12/2020 23.03
7000;INV-100007000;1800;54000;3855500;3600000;86148;Jalan O No. 36, Kel Nambangan Lor, Kec Manguharjo, Kab Kota Madiun Jawa Timur, 63129;09/12/2020 09.05;5;REG;08/12/2020 03.26
7002;INV-100007002;1270;42000;4169000;3790000;123046;Jalan A No. 112, Kel Widodaren, Kec Petarukan, Kab Kabupaten Pemalang Jawa Tengah, 52362;09/12/2020 14.43;1;REG;08/12/2020 07.23
7004;INV-100007004;923;21000;589050;535500;67028;Jalan J No. 46, Kel Patukrejo, Kec Bonorowo, Kab Kabupaten Kebumen Jawa Tengah, 54395;09/12/2020 12.10;1;REG;08/12/2020 05.55
7006;INV-100007006;1030;42000;2112000;1920000;17850;Jalan L No. 117, Kel Danaraja, Kec Banyumas, Kab Kabupaten Banyumas Jawa Tengah, 53192;10/12/2020 15.02;6;REG;09/12/2020 19.17
7008;INV-100007008;2425;81000;7786900;7404000;138487;Jalan Y No. 121, Kel Kujung, Kec Widang, Kab Kabupaten Tuban Jawa Timur, 62383;10/12/2020 12.50;5;REG;09/12/2020 08.22
7010;INV-100007010;673;27000;2721950;2497000;238278;Jalan L No. 114, Kel Duren, Kec Klakah, Kab Kabupaten Lumajang Jawa Timur, 67356;10/12/2020 14.14;1;REG;09/12/2020 08.26
7012;INV-100007012;2345;63000;4395050;4340500;126998;Jalan J No. 46, Kel Handapherang, Kec Cijeungjing, Kab Kabupaten Ciamis Jawa Barat, 46271;10/12/2020 14.43;5;REG;09/12/2020 15.03
7014;INV-100007014;5823;126000;1007325;967500;13250;Jalan Q No. 36, Kel Ciranggon, Kec Majalaya, Kab Kabupaten Karawang Jawa Barat, 41371;10/12/2020 10.03;4;REG;09/12/2020 07.54
7016;INV-100007016;640;27000;341000;310000;242461;Jalan W No. 89, Kel Kedungsugo, Kec Prambon, Kab Kabupaten Sidoarjo Jawa Timur, 61264;11/12/2020 14.21;1;REG;10/12/2020 00.16
7018;INV-100007018;3905;84000;4389000;3990000;9914;Jalan V No. 63, Kel Celep, Kec Kedawung, Kab Kabupaten Sragen Jawa Tengah, 57292;11/12/2020 11.31;1;REG;10/12/2020 06.21
7020;INV-100007020;549;21000;753500;725000;198030;Jalan L No. 117, Kel Danaraja, Kec Banyumas, Kab Kabupaten Banyumas Jawa Tengah, 53192;11/12/2020 15.53;2;REG;10/12/2020 00.21
7022;INV-100007022;5037;126000;1265000;1150000;229854;Jalan K No. 123, Kel Kudur, Kec Winong, Kab Kabupaten Pati Jawa Tengah, 59181;11/12/2020 14.36;1;REG;10/12/2020 17.05
7024;INV-100007024;6700;189000;8992500;8300000;5473;Jalan D No. 41, Kel Karangsono, Kec Kanigoro, Kab Kabupaten Blitar Jawa Timur, 66171;11/12/2020 10.23;2;REG;10/12/2020 02.11
7026;INV-100007026;124;21000;723250;657500;121591;Jalan E No. 101, Kel Tajur, Kec Bogor Timur - Kota, Kab Kota Bogor Jawa Barat, 16141;11/12/2020 16.53;4;REG;10/12/2020 22.16
7028;INV-100007028;703;27000;825000;750000;169079;Jalan O No. 138, Kel Pancor, Kec Gayam, Kab Kabupaten Sumenep Jawa Timur, 69483;12/12/2020 16.09;1;REG;11/12/2020 04.15
7030;INV-100007030;703;21000;1138500;1150000;120373;Jalan N No. 144, Kel Leyangan, Kec Ungaran Timur, Kab Kabupaten Semarang Jawa Tengah, 50519;12/12/2020 15.43;4;REG;11/12/2020 15.08
7032;INV-100007032;545;21000;2348500;2210000;238293;Jalan N No. 87, Kel Ngadiluwih, Kec Matesih, Kab Kabupaten Karanganyar Jawa Tengah, 57781;12/12/2020 15.41;5;REG;11/12/2020 08.04
7034;INV-100007034;1517;54000;2882000;2680000;180957;Jalan L No. 121, Kel Wilangan, Kec Sambit, Kab Kabupaten Ponorogo Jawa Timur, 63474;12/12/2020 11.36;5;REG;11/12/2020 00.59
